"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2019,2,20,3,"NK","N504NK","SAN","San Diego, CA","LAS","Las Vegas, NV","0758",-16.00,0.00,0.00,0.00,,,,,,
2019,2,21,4,"NK","N508NK","SAN","San Diego, CA","LAS","Las Vegas, NV","",,,,1.00,,,,,,
2019,2,22,5,"NK","N514NK","SAN","San Diego, CA","LAS","Las Vegas, NV","0805",-9.00,0.00,0.00,0.00,,,,,,
2019,2,23,6,"NK","N519NK","SAN","San Diego, CA","LAS","Las Vegas, NV","0757",-17.00,0.00,0.00,0.00,,,,,,
2019,2,24,7,"NK","N526NK","SAN","San Diego, CA","LAS","Las Vegas, NV","0753",-21.00,0.00,0.00,0.00,,,,,,
2019,2,25,1,"NK","N504NK","SAN","San Diego, CA","LAS","Las Vegas, NV","0755",-19.00,0.00,0.00,0.00,,,,,,
2019,2,26,2,"NK","N512NK","SAN","San Diego, CA","LAS","Las Vegas, NV","0750",-24.00,0.00,0.00,0.00,,,,,,
2019,2,28,4,"NK","N533NK","SAN","San Diego, CA","LAS","Las Vegas, NV","0750",-24.00,0.00,0.00,0.00,,,,,,
2019,2,1,5,"NK","N687NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1124",-11.00,0.00,0.00,0.00,,,,,,
2019,2,2,6,"NK","N665NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1127",-8.00,0.00,0.00,0.00,,,,,,
2019,2,3,7,"NK","N661NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1143",8.00,8.00,0.00,0.00,,,,,,
2019,2,4,1,"NK","N672NK","DFW","Dallas/Fort Worth, TX","LAS","Las Vegas, NV","1143",8.00,8.00,0.00,0.00,,,,,,
