"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2019,4,23,2,"AA","N953NN","ORD","Chicago, IL","LAS","Las Vegas, NV","1831",-34.00,0.00,0.00,0.00,,,,,,
2019,4,24,3,"AA","N808NN","ORD","Chicago, IL","LAS","Las Vegas, NV","1829",-36.00,0.00,0.00,0.00,,,,,,
2019,4,25,4,"AA","N877NN","ORD","Chicago, IL","LAS","Las Vegas, NV","1856",-9.00,0.00,0.00,0.00,,,,,,
2019,4,26,5,"AA","N897NN","ORD","Chicago, IL","LAS","Las Vegas, NV","1926",21.00,21.00,1.00,0.00,21.00,0.00,0.00,0.00,0.00,
2019,4,27,6,"AA","N901AN","ORD","Chicago, IL","LAS","Las Vegas, NV","",,,,1.00,,,,,,
2019,4,28,7,"AA","N812NN","ORD","Chicago, IL","LAS","Las Vegas, NV","1906",1.00,1.00,0.00,0.00,,,,,,
2019,4,29,1,"AA","N943NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2047",102.00,102.00,1.00,0.00,5.00,0.00,0.00,0.00,97.00,
2019,4,30,2,"AA","N809NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2139",154.00,154.00,1.00,0.00,0.00,0.00,5.00,0.00,149.00,
2019,4,1,1,"AA","N846NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2241",-5.00,0.00,0.00,0.00,,,,,,
2019,4,3,3,"AA","N951NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2234",-11.00,0.00,0.00,0.00,,,,,,
2019,4,4,4,"AA","N317PG","ORD","Chicago, IL","LAS","Las Vegas, NV","2258",13.00,13.00,0.00,0.00,,,,,,
2019,4,5,5,"AA","N335PH","ORD","Chicago, IL","LAS","Las Vegas, NV","2233",-12.00,0.00,0.00,0.00,,,,,,
2019,4,7,7,"AA","N912AN","ORD","Chicago, IL","LAS","Las Vegas, NV","2337",52.00,52.00,1.00,0.00,0.00,0.00,3.00,0.00,49.00,
2019,4,8,1,"AA","N892NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2235",-10.00,0.00,0.00,0.00,,,,,,
2019,4,9,2,"AA","N926AN","ORD","Chicago, IL","LAS","Las Vegas, NV","2309",24.00,24.00,1.00,0.00,0.00,0.00,24.00,0.00,0.00,
2019,4,10,3,"AA","N919NN","ORD","Chicago, IL","LAS","Las Vegas, NV","2322",37.00,37.00,1.00,0.00,26.00,0.00,11.00,0.00,0.00,
