Detailed Statistics Arrivals  
Destination Airport: Los Angeles, CA: Los Angeles International (LAX)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2019

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"F9","03/10/2019","1515","N331FR","ATL","11:24","11:34","313","326","10","11:19","15","0","0","0","0","0"
"F9","03/11/2019","0409","N938FR","DEN","23:45","23:22","161","145","-23","23:12","10","0","0","0","0","0"
"F9","03/12/2019","0403","N346FR","DEN","09:45","09:18","165","143","-27","09:07","11","0","0","0","0","0"
"F9","03/12/2019","0409","N938FR","DEN","23:45","23:22","161","142","-23","23:12","10","0","0","0","0","0"
"F9","03/12/2019","1515","N334FR","ATL","11:24","11:02","313","294","-22","10:54","8","0","0","0","0","0"
"F9","03/13/2019","0409","","DEN","23:45","00:00","161","0","0","00:00","0","0","0","0","0","0"
"F9","03/14/2019","0403","N322FR","DEN","09:45","12:17","165","152","152","12:11","6","0","152","0","0","0"
"F9","03/14/2019","0409","N910FR","DEN","23:45","00:57","161","140","72","00:49","8","5","0","0","0","67"
"F9","03/14/2019","1515","N317FR","ATL","11:24","11:23","313","289","-1","11:17","6","0","0","0","0","0"
"F9","03/15/2019","0409","N949FR","DEN","23:45","23:36","161","153","-9","23:12","24","0","0","0","0","0"
"F9","03/16/2019","0409","N939FR","DEN","23:45","23:45","161","139","0","23:31","14","0","0","0","0","0"
"F9","03/17/2019","0403","N304FR","DEN","09:45","09:27","165","150","-18","09:17","10","0","0","0","0","0"
"F9","03/17/2019","0409","N238FR","DEN","23:45","23:36","161","146","-9","23:15","21","0","0","0","0","0"
"F9","03/17/2019","1515","N344FR","ATL","11:24","10:53","313","285","-31","10:44","9","0","0","0","0","0"
"F9","03/18/2019","0409","N943FR","DEN","23:45","23:55","161","163","10","23:39","16","0","0","0","0","0"
"F9","03/19/2019","0403","N309FR","DEN","09:45","09:26","165","153","-19","09:16","10","0","0","0","0","0"
"F9","03/19/2019","0409","N939FR","DEN","23:45","23:23","161","147","-22","23:09","14","0","0","0","0","0"
"F9","03/19/2019","1515","N235FR","ATL","11:24","11:09","313","304","-15","10:57","12","0","0","0","0","0"
"F9","03/20/2019","0405","N232FR","DEN","17:08","16:55","158","148","-13","16:43","12","0","0","0","0","0"
"F9","03/20/2019","0409","N938FR","DEN","23:45","23:31","161","152","-14","23:15","16","0","0","0","0","0"
"F9","03/21/2019","0403","N303FR","DEN","09:45","09:30","165","153","-15","09:19","11","0","0","0","0","0"
"F9","03/21/2019","0409","N938FR","DEN","23:45","23:22","161","146","-23","23:12","10","0","0","0","0","0"
"F9","03/21/2019","1515","N235FR","ATL","11:24","10:56","313","291","-28","10:45","11","0","0","0","0","0"
"F9","03/22/2019","0409","N943FR","DEN","23:45","23:39","161","160","-6","23:12","27","0","0","0","0","0"
"F9","03/23/2019","0405","N344FR","DEN","17:08","17:05","158","147","-3","16:57","8","0","0","0","0","0"
"F9","03/23/2019","0409","N941FR","DEN","23:45","23:33","161","153","-12","23:26","7","0","0","0","0","0"
"F9","03/24/2019","0403","N235FR","DEN","09:45","09:32","165","154","-13","09:20","12","0","0","0","0","0"
"F9","03/24/2019","0409","N939FR","DEN","23:45","23:32","161","152","-13","23:19","13","0","0","0","0","0"
"F9","03/24/2019","1515","N202FR","ATL","11:24","11:18","313","315","-6","11:10","8","0","0","0","0","0"
"F9","03/25/2019","0409","N943FR","DEN","23:45","23:27","161","149","-18","23:13","14","0","0","0","0","0"
"F9","03/26/2019","0403","N311FR","DEN","09:45","09:20","165","145","-25","09:13","7","0","0","0","0","0"
"F9","03/26/2019","0409","N310FR","DEN","23:45","23:21","161","144","-24","23:14","7","0","0","0","0","0"
"F9","03/26/2019","1515","N328FR","ATL","11:24","11:11","313","306","-13","10:57","14","0","0","0","0","0"
"F9","03/27/2019","0405","N229FR","DEN","17:08","16:56","158","153","-12","16:49","7","0","0","0","0","0"
"F9","03/27/2019","0409","N910FR","DEN","23:45","23:34","161","152","-11","23:28","6","0","0","0","0","0"
"F9","03/28/2019","0403","N206FR","DEN","09:45","09:36","165","156","-9","09:19","17","0","0","0","0","0"
