year,month,day_of_month,day_of_week,op_unique_carrier,tail_num,origin,origin_city_name,dest,dest_city_name,arr_time,arr_delay,arr_delay_new,arr_del15,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019,1,1,2,NK,N647NK,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1911,-31,0,0,0,0,0,0,0
2019,1,1,2,WN,N913WN,PDX,"Portland, OR",LAS,"Las Vegas, NV",1319,4,4,0,0,0,0,0,0
2019,1,1,2,DL,N897DN,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",803,-30,0,0,0,0,0,0,0
2019,1,1,2,DL,N308DN,DTW,"Detroit, MI",LAS,"Las Vegas, NV",2226,10,10,0,0,0,0,0,0
2019,1,1,2,WN,N7751A,PDX,"Portland, OR",LAS,"Las Vegas, NV",1903,-12,0,0,0,0,0,0,0
2019,1,1,2,DL,N829DN,JFK,"New York, NY",LAS,"Las Vegas, NV",1430,-8,0,0,0,0,0,0,0
2019,1,1,2,DL,N320NB,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1332,-15,0,0,0,0,0,0,0
2019,1,1,2,DL,N813DN,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",1707,-26,0,0,0,0,0,0,0
2019,1,1,2,AA,N982NN,JFK,"New York, NY",LAS,"Las Vegas, NV",947,-20,0,0,0,0,0,0,0
2019,1,1,2,WN,N295WN,OMA,"Omaha, NE",LAS,"Las Vegas, NV",721,-24,0,0,0,0,0,0,0
2019,1,1,2,WN,N904WN,OMA,"Omaha, NE",LAS,"Las Vegas, NV",1759,69,69,1,9,0,0,0,60
2019,1,1,2,WN,N7888A,ONT,"Ontario, CA",LAS,"Las Vegas, NV",2301,26,26,1,0,0,2,0,24
2019,1,1,2,WN,N8624J,ONT,"Ontario, CA",LAS,"Las Vegas, NV",752,7,7,0,0,0,0,0,0
2019,1,1,2,AA,N156AN,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",1735,-11,0,0,0,0,0,0,0
2019,1,1,2,AA,N988AL,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1349,-3,0,0,0,0,0,0,0
2019,1,1,2,NK,N630NK,DTW,"Detroit, MI",LAS,"Las Vegas, NV",2143,37,37,1,0,0,37,0,0
2019,1,1,2,WN,N241WN,ONT,"Ontario, CA",LAS,"Las Vegas, NV",1331,6,6,0,0,0,0,0,0
2019,1,1,2,WN,N901WN,ONT,"Ontario, CA",LAS,"Las Vegas, NV",1811,16,16,1,0,0,16,0,0
2019,1,1,2,WN,N8628A,PDX,"Portland, OR",LAS,"Las Vegas, NV",2206,6,6,0,0,0,0,0,0
2019,1,1,2,NK,N645NK,OAK,"Oakland, CA",LAS,"Las Vegas, NV",717,-10,0,0,0,0,0,0,0
2019,1,1,2,WN,N733SA,PDX,"Portland, OR",LAS,"Las Vegas, NV",851,36,36,1,0,0,36,0,0
2019,1,1,2,DL,N836DN,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",1213,-45,0,0,0,0,0,0,0
2019,1,1,2,DL,N308DN,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",841,-28,0,0,0,0,0,0,0
2019,1,1,2,DL,N897DN,JFK,"New York, NY",LAS,"Las Vegas, NV",2311,12,12,0,0,0,0,0,0
2019,1,1,2,DL,N594NW,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",1743,-14,0,0,0,0,0,0,0
2019,1,1,2,DL,N330DX,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",945,2,2,0,0,0,0,0,0
2019,1,1,2,DL,N340DN,DTW,"Detroit, MI",LAS,"Las Vegas, NV",1737,-15,0,0,0,0,0,0,0
2019,1,1,2,DL,N702TW,JFK,"New York, NY",LAS,"Las Vegas, NV",1121,-20,0,0,0,0,0,0,0
2019,1,1,2,DL,N345DN,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",2306,-18,0,0,0,0,0,0,0
2019,1,1,2,DL,N3763D,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1024,-26,0,0,0,0,0,0,0
2019,1,1,2,DL,N809DN,JFK,"New York, NY",LAS,"Las Vegas, NV",1832,-13,0,0,0,0,0,0,0
2019,1,1,2,B6,N987JB,JFK,"New York, NY",LAS,"Las Vegas, NV",1100,-9,0,0,0,0,0,0,0
2019,1,1,2,B6,N985JB,BOS,"Boston, MA",LAS,"Las Vegas, NV",929,25,25,1,0,0,25,0,0
2019,1,1,2,DL,N364DX,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",1313,-14,0,0,0,0,0,0,0
2019,1,1,2,WN,N786SW,OKC,"Oklahoma City, OK",LAS,"Las Vegas, NV",1638,-22,0,0,0,0,0,0,0
2019,1,1,2,DL,N832DN,DTW,"Detroit, MI",LAS,"Las Vegas, NV",1336,-15,0,0,0,0,0,0,0
2019,1,1,2,OO,N252SY,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",2045,-32,0,0,0,0,0,0,0
2019,1,1,2,OO,N241SY,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1620,4,4,0,0,0,0,0,0
2019,1,1,2,DL,N927DN,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",1838,-52,0,0,0,0,0,0,0
2019,1,1,2,DL,N983AT,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1734,-16,0,0,0,0,0,0,0
2019,1,1,2,DL,N326DN,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",1128,-1,0,0,0,0,0,0,0
2019,1,1,2,DL,N331DN,DTW,"Detroit, MI",LAS,"Las Vegas, NV",951,-22,0,0,0,0,0,0,0
2019,1,1,2,DL,N906AT,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2015,-6,0,0,0,0,0,0,0
2019,1,1,2,DL,N348DN,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",1504,-9,0,0,0,0,0,0,0
2019,1,1,2,UA,N67845,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1751,-7,0,0,0,0,0,0,0
2019,1,1,2,WN,N719SW,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1631,-4,0,0,0,0,0,0,0
2019,1,1,2,WN,N8536Z,SEA,"Seattle, WA",LAS,"Las Vegas, NV",956,31,31,1,31,0,0,0,0
2019,1,1,2,WN,N237WN,SDF,"Louisville, KY",LAS,"Las Vegas, NV",2009,109,109,1,5,0,3,0,101
2019,1,1,2,WN,N8698B,SAT,"San Antonio, TX",LAS,"Las Vegas, NV",1429,-16,0,0,0,0,0,0,0
2019,1,1,2,WN,N947WN,SAT,"San Antonio, TX",LAS,"Las Vegas, NV",1141,-4,0,0,0,0,0,0,0
2019,1,1,2,WN,N747SA,SAT,"San Antonio, TX",LAS,"Las Vegas, NV",2002,-13,0,0,0,0,0,0,0
2019,1,1,2,WN,N7832A,SAT,"San Antonio, TX",LAS,"Las Vegas, NV",623,-12,0,0,0,0,0,0,0
2019,1,1,2,F9,N926FR,DEN,"Denver, CO",LAS,"Las Vegas, NV",927,-29,0,0,0,0,0,0,0
2019,1,1,2,WN,N278WN,SEA,"Seattle, WA",LAS,"Las Vegas, NV",2014,-11,0,0,0,0,0,0,0
2019,1,1,2,F9,N723FR,DEN,"Denver, CO",LAS,"Las Vegas, NV",2024,5,5,0,0,0,0,0,0
2019,1,1,2,F9,N717FR,STL,"St. Louis, MO",LAS,"Las Vegas, NV",1839,19,19,1,11,0,8,0,0
2019,1,1,2,F9,N715FR,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",2258,59,59,1,5,0,11,0,43
2019,1,1,2,F9,N344FR,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",1249,4,4,0,0,0,0,0,0
2019,1,1,2,F9,N336FR,CVG,"Cincinnati, OH",LAS,"Las Vegas, NV",9,478,478,1,1,0,7,0,470
2019,1,1,2,F9,N329FR,SJC,"San Jose, CA",LAS,"Las Vegas, NV",2128,-13,0,0,0,0,0,0,0
2019,1,1,2,F9,N329FR,TPA,"Tampa, FL",LAS,"Las Vegas, NV",1650,-11,0,0,0,0,0,0,0
2019,1,1,2,F9,N328FR,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",1614,30,30,1,20,0,0,0,10
2019,1,1,2,WN,N7734H,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1108,-12,0,0,0,0,0,0,0
2019,1,1,2,WN,N7840A,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",2244,4,4,0,0,0,0,0,0
2019,1,1,2,WN,N219WN,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",902,-8,0,0,0,0,0,0,0
2019,1,1,2,WN,N7858A,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",1340,-5,0,0,0,0,0,0,0
2019,1,1,2,WN,N8727M,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",1515,10,10,0,0,0,0,0,0
2019,1,1,2,WN,N438WN,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",1814,14,14,0,0,0,0,0,0
2019,1,1,2,WN,N565WN,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",2230,-15,0,0,0,0,0,0,0
2019,1,1,2,WN,N719SW,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",1006,1,1,0,0,0,0,0,0
2019,1,1,2,WN,N943WN,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",604,-26,0,0,0,0,0,0,0
2019,1,1,2,WN,N477WN,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",1749,-11,0,0,0,0,0,0,0
2019,1,1,2,WN,N8667D,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",1240,-20,0,0,0,0,0,0,0
2019,1,1,2,WN,N741SA,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",2218,-7,0,0,0,0,0,0,0
2019,1,1,2,WN,N498WN,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",1038,-27,0,0,0,0,0,0,0
2019,1,1,2,WN,N477WN,SJC,"San Jose, CA",LAS,"Las Vegas, NV",747,-8,0,0,0,0,0,0,0
2019,1,1,2,WN,N755SA,SJC,"San Jose, CA",LAS,"Las Vegas, NV",1338,-7,0,0,0,0,0,0,0
2019,1,1,2,WN,N765SW,SJC,"San Jose, CA",LAS,"Las Vegas, NV",2236,1,1,0,0,0,0,0,0
2019,1,1,2,WN,N447WN,SJC,"San Jose, CA",LAS,"Las Vegas, NV",2033,3,3,0,0,0,0,0,0
2019,1,1,2,WN,N7827A,SJC,"San Jose, CA",LAS,"Las Vegas, NV",1055,0,0,0,0,0,0,0,0
2019,1,1,2,WN,N8328A,SJC,"San Jose, CA",LAS,"Las Vegas, NV",1534,-6,0,0,0,0,0,0,0
2019,1,1,2,WN,N965WN,SJC,"San Jose, CA",LAS,"Las Vegas, NV",1939,24,24,1,8,0,0,0,16
2019,1,1,2,WN,N7826B,SJC,"San Jose, CA",LAS,"Las Vegas, NV",1738,38,38,1,17,0,13,0,8
2019,1,1,2,WN,N729SW,SJC,"San Jose, CA",LAS,"Las Vegas, NV",1206,-4,0,0,0,0,0,0,0
2019,1,1,2,WN,N7750A,SJC,"San Jose, CA",LAS,"Las Vegas, NV",944,4,4,0,0,0,0,0,0
2019,1,1,2,WN,N713SW,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",636,-9,0,0,0,0,0,0,0
2019,1,1,2,NK,N642NK,SAN,"San Diego, CA",LAS,"Las Vegas, NV",2149,-6,0,0,0,0,0,0,0
2019,1,1,2,WN,N8514F,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1525,-5,0,0,0,0,0,0,0
2019,1,1,2,F9,N326FR,RDU,"Raleigh/Durham, NC",LAS,"Las Vegas, NV",2302,3,3,0,0,0,0,0,0
2019,1,1,2,WN,N213WN,RNO,"Reno, NV",LAS,"Las Vegas, NV",1656,41,41,1,32,0,0,0,9
2019,1,1,2,WN,N7827A,RNO,"Reno, NV",LAS,"Las Vegas, NV",1439,-1,0,0,0,0,0,0,0
2019,1,1,2,WN,N747SA,RNO,"Reno, NV",LAS,"Las Vegas, NV",726,1,1,0,0,0,0,0,0
2019,1,1,2,WN,N201LV,RNO,"Reno, NV",LAS,"Las Vegas, NV",1209,-1,0,0,0,0,0,0,0
2019,1,1,2,WN,N910WN,RNO,"Reno, NV",LAS,"Las Vegas, NV",1941,56,56,1,8,0,0,0,48
2019,1,1,2,WN,N7828A,RNO,"Reno, NV",LAS,"Las Vegas, NV",2215,5,5,0,0,0,0,0,0
2019,1,1,2,WN,N241WN,RNO,"Reno, NV",LAS,"Las Vegas, NV",950,-5,0,0,0,0,0,0,0
2019,1,1,2,WN,N256WN,RDU,"Raleigh/Durham, NC",LAS,"Las Vegas, NV",1647,7,7,0,0,0,0,0,0
2019,1,1,2,WN,N8725L,PIT,"Pittsburgh, PA",LAS,"Las Vegas, NV",848,-2,0,0,0,0,0,0,0
2019,1,1,2,WN,N718SW,PIT,"Pittsburgh, PA",LAS,"Las Vegas, NV",2040,10,10,0,0,0,0,0,0
2019,1,1,2,NK,N692NK,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",709,-28,0,0,0,0,0,0,0
2019,1,1,2,NK,N604NK,BWI,"Baltimore, MD",LAS,"Las Vegas, NV",1008,-7,0,0,0,0,0,0,0
2019,1,1,2,WN,N440LV,OKC,"Oklahoma City, OK",LAS,"Las Vegas, NV",711,-14,0,0,0,0,0,0,0
2019,1,1,2,F9,N318FR,DEN,"Denver, CO",LAS,"Las Vegas, NV",2306,-9,0,0,0,0,0,0,0
2019,1,1,2,F9,N309FR,ORD,"Chicago, IL",LAS,"Las Vegas, NV",2120,33,33,1,0,0,24,0,9
2019,1,1,2,F9,N303FR,MCO,"Orlando, FL",LAS,"Las Vegas, NV",909,45,45,1,45,0,0,0,0
2019,1,1,2,F9,N232FR,COS,"Colorado Springs, CO",LAS,"Las Vegas, NV",1926,-21,0,0,0,0,0,0,0
2019,1,1,2,F9,N211FR,IAD,"Washington, DC",LAS,"Las Vegas, NV",1305,17,17,1,0,0,11,0,6
2019,1,1,2,F9,N211FR,SAT,"San Antonio, TX",LAS,"Las Vegas, NV",2222,-36,0,0,0,0,0,0,0
2019,1,1,2,WN,N558WN,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1545,0,0,0,0,0,0,0,0
2019,1,1,2,WN,N7831B,SAN,"San Diego, CA",LAS,"Las Vegas, NV",2015,5,5,0,0,0,0,0,0
2019,1,1,2,WN,N238WN,SAN,"San Diego, CA",LAS,"Las Vegas, NV",801,-9,0,0,0,0,0,0,0
2019,1,1,2,WN,N7730A,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1402,7,7,0,0,0,0,0,0
2019,1,1,2,WN,N7828A,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1836,6,6,0,0,0,0,0,0
2019,1,1,2,WN,N7818L,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1336,36,36,1,3,0,20,0,13
2019,1,1,2,WN,N7875A,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1713,-7,0,0,0,0,0,0,0
2019,1,1,2,WN,N285WN,SAN,"San Diego, CA",LAS,"Las Vegas, NV",956,1,1,0,0,0,0,0,0
2019,1,1,2,WN,N8511K,SAN,"San Diego, CA",LAS,"Las Vegas, NV",1047,-13,0,0,0,0,0,0,0
2019,1,1,2,WN,N243WN,SAN,"San Diego, CA",LAS,"Las Vegas, NV",2101,11,11,0,0,0,0,0,0
2019,1,1,2,B6,N653JB,BOS,"Boston, MA",LAS,"Las Vegas, NV",2103,9,9,0,0,0,0,0,0
2019,1,1,2,UA,N39450,DEN,"Denver, CO",LAS,"Las Vegas, NV",2002,-11,0,0,0,0,0,0,0
2019,1,1,2,AA,N138AN,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",1617,-12,0,0,0,0,0,0,0
2019,1,1,2,AA,N668AW,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1845,-1,0,0,0,0,0,0,0
2019,1,1,2,UA,N73251,IAD,"Washington, DC",LAS,"Las Vegas, NV",2051,-7,0,0,0,0,0,0,0
2019,1,1,2,AA,N137AA,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",2208,9,9,0,0,0,0,0,0
2019,1,1,2,AA,N346AN,PHL,"Philadelphia, PA",LAS,"Las Vegas, NV",2040,-3,0,0,0,0,0,0,0
2019,1,1,2,AS,N844VA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",2049,-20,0,0,0,0,0,0,0
2019,1,1,2,AS,N635VA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",2250,-14,0,0,0,0,0,0,0
2019,1,1,2,AS,N926VA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1743,-11,0,0,0,0,0,0,0
2019,1,1,2,AS,N363VA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1913,-1,0,0,0,0,0,0,0
2019,1,1,2,UA,N33266,IAH,"Houston, TX",LAS,"Las Vegas, NV",1541,0,0,0,0,0,0,0,0
2019,1,1,2,AA,N824NN,ORD,"Chicago, IL",LAS,"Las Vegas, NV",1302,27,27,1,9,11,7,0,0
2019,1,1,2,UA,N38451,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1451,1,1,0,0,0,0,0,0
2019,1,1,2,AA,N385AM,PHL,"Philadelphia, PA",LAS,"Las Vegas, NV",2335,-8,0,0,0,0,0,0,0
2019,1,1,2,UA,N30401,ORD,"Chicago, IL",LAS,"Las Vegas, NV",1456,-11,0,0,0,0,0,0,0
2019,1,1,2,AA,N981AN,ORD,"Chicago, IL",LAS,"Las Vegas, NV",1405,-20,0,0,0,0,0,0,0
2019,1,1,2,NK,N614NK,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",1759,-28,0,0,0,0,0,0,0
2019,1,1,2,UA,N76529,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1426,0,0,0,0,0,0,0,0
2019,1,1,2,NK,N694NK,ORD,"Chicago, IL",LAS,"Las Vegas, NV",1101,-8,0,0,0,0,0,0,0
2019,1,1,2,AA,N184US,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1140,107,107,1,94,0,13,0,0
2019,1,1,2,UA,N78448,IAH,"Houston, TX",LAS,"Las Vegas, NV",1304,-15,0,0,0,0,0,0,0
2019,1,1,2,AA,N188US,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",1842,-9,0,0,0,0,0,0,0
2019,1,1,2,AS,N363VA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1407,-6,0,0,0,0,0,0,0
2019,1,1,2,AA,N186AN,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",1421,41,41,1,41,0,0,0,0
2019,1,1,2,AS,N237AK,SEA,"Seattle, WA",LAS,"Las Vegas, NV",2218,-2,0,0,0,0,0,0,0
2019,1,1,2,G4,306NV,SCK,"Stockton, CA",LAS,"Las Vegas, NV",1629,0,0,0,0,0,0,0,0
2019,1,1,2,UA,N67845,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1234,14,14,0,0,0,0,0,0
2019,1,1,2,UA,N68891,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",2111,-1,0,0,0,0,0,0,0
2019,1,1,2,AS,N558AS,SEA,"Seattle, WA",LAS,"Las Vegas, NV",2346,-4,0,0,0,0,0,0,0
2019,1,1,2,AS,N319AS,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1029,-11,0,0,0,0,0,0,0
2019,1,1,2,AS,N318AS,SEA,"Seattle, WA",LAS,"Las Vegas, NV",807,-10,0,0,0,0,0,0,0
2019,1,1,2,AS,N318AS,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1538,-23,0,0,0,0,0,0,0
2019,1,1,2,AA,N914UY,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",1948,-17,0,0,0,0,0,0,0
2019,1,1,2,AA,N655AW,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1600,-7,0,0,0,0,0,0,0
2019,1,1,2,AA,N579UW,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",2049,2,2,0,0,0,0,0,0
2019,1,1,2,NK,N521NK,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",2048,-6,0,0,0,0,0,0,0
2019,1,1,2,NK,N612NK,FLL,"Fort Lauderdale, FL",LAS,"Las Vegas, NV",2251,-23,0,0,0,0,0,0,0
2019,1,1,2,NK,N604NK,PHL,"Philadelphia, PA",LAS,"Las Vegas, NV",2205,-28,0,0,0,0,0,0,0
2019,1,1,2,AS,N281AK,PDX,"Portland, OR",LAS,"Las Vegas, NV",2238,-13,0,0,0,0,0,0,0
2019,1,1,2,AS,N533AS,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1053,1,1,0,0,0,0,0,0
2019,1,1,2,AS,N635VA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",848,10,10,0,0,0,0,0,0
2019,1,1,2,AS,N524VA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1300,12,12,0,0,0,0,0,0
2019,1,1,2,AS,N627VA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2108,-18,0,0,0,0,0,0,0
2019,1,1,2,AS,N844VA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1611,1,1,0,0,0,0,0,0
2019,1,1,2,AS,N844VA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1142,-3,0,0,0,0,0,0,0
2019,1,1,2,AS,N624VA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",728,3,3,0,0,0,0,0,0
2019,1,1,2,AS,N361VA,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1938,-19,0,0,0,0,0,0,0
2019,1,1,2,UA,N68823,DEN,"Denver, CO",LAS,"Las Vegas, NV",1223,-10,0,0,0,0,0,0,0
2019,1,1,2,UA,N77296,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2313,-14,0,0,0,0,0,0,0
2019,1,1,2,G4,225NV,CVG,"Cincinnati, OH",LAS,"Las Vegas, NV",1339,36,36,1,16,0,20,0,0
2019,1,1,2,AS,N530VA,PDX,"Portland, OR",LAS,"Las Vegas, NV",1249,1,1,0,0,0,0,0,0
2019,1,1,2,AS,N524VA,PDX,"Portland, OR",LAS,"Las Vegas, NV",1914,16,16,1,12,0,4,0,0
2019,1,1,2,AS,N621VA,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1716,-19,0,0,0,0,0,0,0
2019,1,1,2,AA,N915US,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",2216,-8,0,0,0,0,0,0,0
2019,1,1,2,AS,N237AK,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1351,-13,0,0,0,0,0,0,0
2019,1,1,2,NK,N649NK,OAK,"Oakland, CA",LAS,"Las Vegas, NV",1930,-17,0,0,0,0,0,0,0
2019,1,1,2,AA,N156AN,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",1002,-12,0,0,0,0,0,0,0
2019,1,1,2,WN,N8576Z,PHL,"Philadelphia, PA",LAS,"Las Vegas, NV",933,-7,0,0,0,0,0,0,0
2019,1,1,2,WN,N795SW,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1730,-10,0,0,0,0,0,0,0
2019,1,1,2,AA,N151AN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1128,0,0,0,0,0,0,0,0
2019,1,1,2,WN,N8645A,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1122,2,2,0,0,0,0,0,0
2019,1,1,2,UA,N69833,IAD,"Washington, DC",LAS,"Las Vegas, NV",1023,-5,0,0,0,0,0,0,0
2019,1,1,2,WN,N943WN,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1605,5,5,0,0,0,0,0,0
2019,1,1,2,WN,N8713M,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",755,-5,0,0,0,0,0,0,0
2019,1,1,2,WN,N7816B,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1446,11,11,0,0,0,0,0,0
2019,1,1,2,WN,N8638A,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1227,-13,0,0,0,0,0,0,0
2019,1,1,2,WN,N234WN,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1849,-1,0,0,0,0,0,0,0
2019,1,1,2,WN,N8691A,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",915,-5,0,0,0,0,0,0,0
2019,1,1,2,WN,N297WN,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",2009,9,9,0,0,0,0,0,0
2019,1,1,2,AA,N910NN,MIA,"Miami, FL",LAS,"Las Vegas, NV",2133,11,11,0,0,0,0,0,0
2019,1,1,2,B6,N991JB,JFK,"New York, NY",LAS,"Las Vegas, NV",2345,-8,0,0,0,0,0,0,0
2019,1,1,2,B6,N521JB,LGB,"Long Beach, CA",LAS,"Las Vegas, NV",1433,3,3,0,0,0,0,0,0
2019,1,1,2,B6,N952JB,JFK,"New York, NY",LAS,"Las Vegas, NV",3,88,88,1,44,0,0,0,44
2019,1,1,2,B6,N712JB,LGB,"Long Beach, CA",LAS,"Las Vegas, NV",1022,9,9,0,0,0,0,0,0
2019,1,1,2,B6,N712JB,LGB,"Long Beach, CA",LAS,"Las Vegas, NV",1837,33,33,1,4,0,10,0,19
2019,1,1,2,B6,N962JB,BOS,"Boston, MA",LAS,"Las Vegas, NV",4,-9,0,0,0,0,0,0,0
2019,1,1,2,B6,N637JB,FLL,"Fort Lauderdale, FL",LAS,"Las Vegas, NV",2059,-22,0,0,0,0,0,0,0
2019,1,1,2,OO,N247SY,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1316,6,6,0,0,0,0,0,0
2019,1,1,2,OO,N247SY,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",901,-11,0,0,0,0,0,0,0
2019,1,1,2,OO,N247SY,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1710,13,13,0,0,0,0,0,0
2019,1,1,2,OO,N241SY,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1949,-2,0,0,0,0,0,0,0
2019,1,1,2,WN,N205WN,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",850,5,5,0,0,0,0,0,0
2019,1,1,2,WN,N7751A,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",2245,95,95,1,61,0,0,0,34
2019,1,1,2,UA,N37470,DEN,"Denver, CO",LAS,"Las Vegas, NV",850,-22,0,0,0,0,0,0,0
2019,1,1,2,NK,N605NK,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1624,-6,0,0,0,0,0,0,0
2019,1,1,2,AA,N122NN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2,9,9,0,0,0,0,0,0
2019,1,1,2,AA,N809NN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1621,56,56,1,43,0,13,0,0
2019,1,1,2,AA,N163US,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1201,20,20,1,20,0,0,0,0
2019,1,1,2,NK,N521NK,MCO,"Orlando, FL",LAS,"Las Vegas, NV",1031,-11,0,0,0,0,0,0,0
2019,1,1,2,AA,N390AA,MIA,"Miami, FL",LAS,"Las Vegas, NV",1129,-10,0,0,0,0,0,0,0
2019,1,1,2,AA,N178US,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",1702,12,12,0,0,0,0,0,0
2019,1,1,2,AA,N199AN,MIA,"Miami, FL",LAS,"Las Vegas, NV",2012,-8,0,0,0,0,0,0,0
2019,1,1,2,AA,N573UW,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",2333,-6,0,0,0,0,0,0,0
2019,1,1,2,AA,N982NN,JFK,"New York, NY",LAS,"Las Vegas, NV",2259,-4,0,0,0,0,0,0,0
