,YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
14829,2019,1,13,7,AS,N296AK,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1036.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23659,2019,1,13,7,NK,N653NK,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1934.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8610,2019,1,13,7,WN,N8717M,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",740.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12455,2019,1,13,7,G4,328NV,LAS,"Las Vegas, NV",SCK,"Stockton, CA",2002.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8613,2019,1,13,7,WN,N425LV,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1701.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14830,2019,1,13,7,AS,N552AS,SEA,"Seattle, WA",LAS,"Las Vegas, NV",2217.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22320,2019,1,13,7,WN,N757LV,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1959.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17341,2019,1,13,7,NK,N650NK,LAS,"Las Vegas, NV",DTW,"Detroit, MI",1456.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22319,2019,1,13,7,WN,N288WN,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1352.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22318,2019,1,13,7,WN,N424WN,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1449.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8612,2019,1,13,7,WN,N405WN,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1930.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
12429,2019,1,13,7,G4,306NV,LAS,"Las Vegas, NV",FCA,"Kalispell, MT",1006.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8587,2019,1,13,7,WN,N444WN,LAS,"Las Vegas, NV",DAL,"Dallas, TX",2211.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8585,2019,1,13,7,WN,N7703A,LAS,"Las Vegas, NV",DAL,"Dallas, TX",1529.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8554,2019,1,13,7,WN,N8501V,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",2019.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8553,2019,1,13,7,WN,N8306H,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8552,2019,1,13,7,WN,N8699A,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",1506.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10226,2019,1,13,7,AA,N811AB,ORD,"Chicago, IL",LAS,"Las Vegas, NV",901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8551,2019,1,13,7,WN,N945WN,LAS,"Las Vegas, NV",AMA,"Amarillo, TX",1529.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12542,2019,1,13,7,G4,331NV,GFK,"Grand Forks, ND",LAS,"Las Vegas, NV",1402.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8550,2019,1,13,7,WN,N746SW,LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM",1127.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8549,2019,1,13,7,WN,N935WN,LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM",2223.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8548,2019,1,13,7,WN,N706SW,LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM",1910.0,25.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0
8547,2019,1,13,7,WN,N8619F,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",757.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8546,2019,1,13,7,WN,N8565Z,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",1555.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12548,2019,1,13,7,G4,337NV,LAS,"Las Vegas, NV",LRD,"Laredo, TX",1208.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12549,2019,1,13,7,G4,314NV,LAS,"Las Vegas, NV",GRI,"Grand Island, NE",1146.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8545,2019,1,13,7,WN,N8303R,ICT,"Wichita, KS",LAS,"Las Vegas, NV",1559.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8544,2019,1,13,7,WN,N500WR,HOU,"Houston, TX",LAS,"Las Vegas, NV",957.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8543,2019,1,13,7,WN,N8640D,HOU,"Houston, TX",LAS,"Las Vegas, NV",1711.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8542,2019,1,13,7,WN,N7874B,HOU,"Houston, TX",LAS,"Las Vegas, NV",2125.0,15.0,15.0,1.0,15.0,0.0,0.0,0.0,0.0
27574,2019,1,13,7,OO,N468CA,SLC,"Salt Lake City, UT",EKO,"Elko, NV",1351.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27573,2019,1,13,7,OO,N468CA,EKO,"Elko, NV",SLC,"Salt Lake City, UT",1611.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10215,2019,1,13,7,AA,N802AN,LAS,"Las Vegas, NV",ORD,"Chicago, IL",1913.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17541,2019,1,13,7,AA,N127AA,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",854.0,29.0,29.0,1.0,0.0,0.0,29.0,0.0,0.0
8532,2019,1,13,7,WN,N712SW,DEN,"Denver, CO",RNO,"Reno, NV",930.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8533,2019,1,13,7,WN,N8563Z,DEN,"Denver, CO",RNO,"Reno, NV",1321.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8555,2019,1,13,7,WN,N225WN,LAS,"Las Vegas, NV",AUS,"Austin, TX",1133.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8534,2019,1,13,7,WN,N8721J,DSM,"Des Moines, IA",LAS,"Las Vegas, NV",1735.0,120.0,120.0,1.0,48.0,0.0,0.0,0.0,72.0
8536,2019,1,13,7,WN,N261WN,ELP,"El Paso, TX",LAS,"Las Vegas, NV",1143.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8537,2019,1,13,7,WN,N563WN,ELP,"El Paso, TX",LAS,"Las Vegas, NV",1744.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8538,2019,1,13,7,WN,N8692F,FLL,"Fort Lauderdale, FL",LAS,"Las Vegas, NV",1128.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8539,2019,1,13,7,WN,N909WN,GEG,"Spokane, WA",LAS,"Las Vegas, NV",853.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8540,2019,1,13,7,WN,N7838A,GEG,"Spokane, WA",LAS,"Las Vegas, NV",1856.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8541,2019,1,13,7,WN,N8730Q,HOU,"Houston, TX",LAS,"Las Vegas, NV",1430.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8535,2019,1,13,7,WN,N8572X,DTW,"Detroit, MI",LAS,"Las Vegas, NV",817.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8586,2019,1,13,7,WN,N8623F,LAS,"Las Vegas, NV",DAL,"Dallas, TX",1822.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8556,2019,1,13,7,WN,N8702L,LAS,"Las Vegas, NV",AUS,"Austin, TX",36.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
12533,2019,1,13,7,G4,306NV,FAT,"Fresno, CA",LAS,"Las Vegas, NV",1546.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12502,2019,1,13,7,G4,319NV,LAS,"Las Vegas, NV",SCK,"Stockton, CA",1440.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8584,2019,1,13,7,WN,N8685B,LAS,"Las Vegas, NV",DAL,"Dallas, TX",1307.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8583,2019,1,13,7,WN,N201LV,LAS,"Las Vegas, NV",DAL,"Dallas, TX",2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8582,2019,1,13,7,WN,N8727M,LAS,"Las Vegas, NV",DAL,"Dallas, TX",1119.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8581,2019,1,13,7,WN,N233LV,LAS,"Las Vegas, NV",DAL,"Dallas, TX",2055.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8580,2019,1,13,7,WN,N427WN,LAS,"Las Vegas, NV",CMH,"Columbus, OH",2346.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8579,2019,1,13,7,WN,N8619F,LAS,"Las Vegas, NV",CMH,"Columbus, OH",1624.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12509,2019,1,13,7,G4,312NV,LAS,"Las Vegas, NV",DSM,"Des Moines, IA",2003.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8578,2019,1,13,7,WN,N8630B,LAS,"Las Vegas, NV",CLE,"Cleveland, OH",2320.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8577,2019,1,13,7,WN,N8554X,LAS,"Las Vegas, NV",BWI,"Baltimore, MD",1813.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8576,2019,1,13,7,WN,N8613K,LAS,"Las Vegas, NV",BWI,"Baltimore, MD",1425.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8575,2019,1,13,7,WN,N8620H,LAS,"Las Vegas, NV",BWI,"Baltimore, MD",2251.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8574,2019,1,13,7,WN,N8575Z,LAS,"Las Vegas, NV",BWI,"Baltimore, MD",35.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8573,2019,1,13,7,WN,N551WN,LAS,"Las Vegas, NV",BUR,"Burbank, CA",1017.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14823,2019,1,13,7,AS,N442AS,LAS,"Las Vegas, NV",SEA,"Seattle, WA",916.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8572,2019,1,13,7,WN,N428WN,LAS,"Las Vegas, NV",BUR,"Burbank, CA",1401.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8571,2019,1,13,7,WN,N7868K,LAS,"Las Vegas, NV",BUR,"Burbank, CA",1950.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8558,2019,1,13,7,WN,N500WR,LAS,"Las Vegas, NV",BHM,"Birmingham, AL",1636.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8559,2019,1,13,7,WN,N716SW,LAS,"Las Vegas, NV",BNA,"Nashville, TN",1405.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8560,2019,1,13,7,WN,N8572X,LAS,"Las Vegas, NV",BNA,"Nashville, TN",12.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8561,2019,1,13,7,WN,N8555Z,LAS,"Las Vegas, NV",BNA,"Nashville, TN",2008.0,23.0,23.0,1.0,23.0,0.0,0.0,0.0,0.0
8562,2019,1,13,7,WN,N965WN,LAS,"Las Vegas, NV",BOI,"Boise, ID",1914.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8563,2019,1,13,7,WN,N417WN,LAS,"Las Vegas, NV",BOI,"Boise, ID",1224.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8557,2019,1,13,7,WN,N7836A,LAS,"Las Vegas, NV",AUS,"Austin, TX",1629.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8564,2019,1,13,7,WN,N8686A,LAS,"Las Vegas, NV",BUF,"Buffalo, NY",2335.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8566,2019,1,13,7,WN,N458WN,LAS,"Las Vegas, NV",BUR,"Burbank, CA",1734.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8567,2019,1,13,7,WN,N952WN,LAS,"Las Vegas, NV",BUR,"Burbank, CA",1603.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8568,2019,1,13,7,WN,N7702A,LAS,"Las Vegas, NV",BUR,"Burbank, CA",816.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12521,2019,1,13,7,G4,324NV,XNA,"Fayetteville, AR",LAS,"Las Vegas, NV",1339.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8569,2019,1,13,7,WN,N496WN,LAS,"Las Vegas, NV",BUR,"Burbank, CA",1213.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8570,2019,1,13,7,WN,N258WN,LAS,"Las Vegas, NV",BUR,"Burbank, CA",1916.0,16.0,16.0,1.0,2.0,0.0,0.0,0.0,14.0
8565,2019,1,13,7,WN,N757LV,LAS,"Las Vegas, NV",BUR,"Burbank, CA",2146.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8624,2019,1,13,7,WN,N924WN,LAS,"Las Vegas, NV",MAF,"Midland/Odessa, TX",2330.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8625,2019,1,13,7,WN,N405WN,LAS,"Las Vegas, NV",MAF,"Midland/Odessa, TX",1627.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8626,2019,1,13,7,WN,N7723E,LAS,"Las Vegas, NV",MCI,"Kansas City, MO",1639.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5716,2019,1,13,7,NK,N526NK,MSY,"New Orleans, LA",LAS,"Las Vegas, NV",2018.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,21.0
18429,2019,1,13,7,AA,N680AW,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1553.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14849,2019,1,13,7,AS,N855VA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1321.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14848,2019,1,13,7,AS,N855VA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",824.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17309,2019,1,13,7,NK,N648NK,LAS,"Las Vegas, NV",MSP,"Minneapolis, MN",2317.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14847,2019,1,13,7,AS,N847VA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1903.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14846,2019,1,13,7,AS,N851VA,LAS,"Las Vegas, NV",SEA,"Seattle, WA",1223.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14845,2019,1,13,7,AS,N625VA,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1301.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14844,2019,1,13,7,AS,N855VA,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1059.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14843,2019,1,13,7,AS,N640VA,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",849.0,94.0,94.0,1.0,72.0,0.0,22.0,0.0,0.0
14842,2019,1,13,7,AS,N837VA,LAS,"Las Vegas, NV",SEA,"Seattle, WA",831.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14841,2019,1,13,7,AS,N282AK,LAS,"Las Vegas, NV",SEA,"Seattle, WA",2151.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14840,2019,1,13,7,AS,N307AS,LAS,"Las Vegas, NV",SEA,"Seattle, WA",1621.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,2019,1,13,7,G4,248NV,AZA,"Phoenix, AZ",LAS,"Las Vegas, NV",1859.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
14839,2019,1,13,7,AS,N302AS,LAS,"Las Vegas, NV",SEA,"Seattle, WA",2014.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15801,2019,1,13,7,WN,N716SW,DEN,"Denver, CO",LAS,"Las Vegas, NV",812.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15800,2019,1,13,7,WN,N7722B,DEN,"Denver, CO",LAS,"Las Vegas, NV",2233.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15791,2019,1,13,7,WN,N8683D,DAL,"Dallas, TX",LAS,"Las Vegas, NV",1847.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,2019,1,13,7,G4,304NV,LAS,"Las Vegas, NV",OAK,"Oakland, CA",2106.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15792,2019,1,13,7,WN,N444WN,DAL,"Dallas, TX",LAS,"Las Vegas, NV",1643.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15793,2019,1,13,7,WN,N8624J,DAL,"Dallas, TX",RNO,"Reno, NV",1608.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
15794,2019,1,13,7,WN,N7873A,DEN,"Denver, CO",LAS,"Las Vegas, NV",1924.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15795,2019,1,13,7,WN,N7714B,DEN,"Denver, CO",LAS,"Las Vegas, NV",2057.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10261,2019,1,13,7,AA,N983AN,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",1513.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15796,2019,1,13,7,WN,N7853B,DEN,"Denver, CO",LAS,"Las Vegas, NV",1445.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15798,2019,1,13,7,WN,N963WN,DEN,"Denver, CO",LAS,"Las Vegas, NV",1610.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15799,2019,1,13,7,WN,N7869A,DEN,"Denver, CO",LAS,"Las Vegas, NV",1737.0,257.0,257.0,1.0,257.0,0.0,0.0,0.0,0.0
23817,2019,1,13,7,NK,N694NK,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",1812.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17693,2019,1,13,7,AA,N559UW,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",2012.0,18.0,18.0,1.0,0.0,0.0,5.0,0.0,13.0
14837,2019,1,13,7,AS,N419AS,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",2149.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14838,2019,1,13,7,AS,N307AS,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1301.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15797,2019,1,13,7,WN,N8618N,DEN,"Denver, CO",LAS,"Las Vegas, NV",931.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15790,2019,1,13,7,WN,N8686A,DAL,"Dallas, TX",LAS,"Las Vegas, NV",1529.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14851,2019,1,13,7,AS,N638VA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2047.0,22.0,22.0,1.0,0.0,0.0,4.0,0.0,18.0
14852,2019,1,13,7,AS,N849VA,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1815.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22330,2019,1,13,7,WN,N944WN,PIT,"Pittsburgh, PA",LAS,"Las Vegas, NV",2020.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23268,2019,1,13,7,NK,N694NK,LAS,"Las Vegas, NV",MSP,"Minneapolis, MN",612.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14866,2019,1,13,7,AS,N838VA,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",1611.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14865,2019,1,13,7,AS,N846VA,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",1443.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17211,2019,1,13,7,NK,N512NK,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1909.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22329,2019,1,13,7,WN,N261WN,PHX,"Phoenix, AZ",RNO,"Reno, NV",2112.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17760,2019,1,13,7,AA,N126AN,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1218.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14654,2019,1,13,7,HA,N379HA,HNL,"Honolulu, HI",LAS,"Las Vegas, NV",2339.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14864,2019,1,13,7,AS,N637VA,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",1219.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14863,2019,1,13,7,AS,N851VA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",904.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17227,2019,1,13,7,NK,N512NK,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2123.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
22328,2019,1,13,7,WN,N290WN,PHX,"Phoenix, AZ",RNO,"Reno, NV",1345.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
14862,2019,1,13,7,AS,N625VA,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",735.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16678,2019,1,13,7,NK,N521NK,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",2051.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14861,2019,1,13,7,AS,N625VA,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",1059.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17243,2019,1,13,7,NK,N512NK,LAS,"Las Vegas, NV",OAK,"Oakland, CA",1445.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14860,2019,1,13,7,AS,N838VA,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1357.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14853,2019,1,13,7,AS,N847VA,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",2106.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17729,2019,1,13,7,AA,N816NN,RNO,"Reno, NV",DFW,"Dallas/Fort Worth, TX",1119.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14854,2019,1,13,7,AS,N855VA,LAS,"Las Vegas, NV",PDX,"Portland, OR",1622.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22327,2019,1,13,7,WN,N560WN,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",1731.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17284,2019,1,13,7,NK,N641NK,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",654.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14855,2019,1,13,7,AS,N851VA,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1603.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12611,2019,1,13,7,G4,331NV,MFE,"Mission/McAllen/Edinburg, TX",LAS,"Las Vegas, NV",2136.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14856,2019,1,13,7,AS,N642VA,LAS,"Las Vegas, NV",PDX,"Portland, OR",2040.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14858,2019,1,13,7,AS,N637VA,PDX,"Portland, OR",LAS,"Las Vegas, NV",1009.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
994,2019,1,13,7,G4,331NV,LAS,"Las Vegas, NV",MFE,"Mission/McAllen/Edinburg, TX",1948.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23848,2019,1,13,7,NK,N602NK,FLL,"Fort Lauderdale, FL",LAS,"Las Vegas, NV",2307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17259,2019,1,13,7,NK,N512NK,OAK,"Oakland, CA",LAS,"Las Vegas, NV",1700.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14859,2019,1,13,7,AS,N527VA,PDX,"Portland, OR",LAS,"Las Vegas, NV",2021.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,2019,1,13,7,G4,311NV,LAS,"Las Vegas, NV",BLI,"Bellingham, WA",2241.0,65.0,65.0,1.0,50.0,0.0,0.0,0.0,15.0
14857,2019,1,13,7,AS,N846VA,SEA,"Seattle, WA",LAS,"Las Vegas, NV",1232.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
15789,2019,1,13,7,WN,N8501V,DAL,"Dallas, TX",LAS,"Las Vegas, NV",1240.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,2019,1,13,7,G4,328NV,LAS,"Las Vegas, NV",BIS,"Bismarck/Mandan, ND",1140.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15788,2019,1,13,7,WN,N8527Q,DAL,"Dallas, TX",LAS,"Las Vegas, NV",2150.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15764,2019,1,13,7,WN,N237WN,BNA,"Nashville, TN",LAS,"Las Vegas, NV",1245.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15763,2019,1,13,7,WN,N8623F,BHM,"Birmingham, AL",LAS,"Las Vegas, NV",1301.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15762,2019,1,13,7,WN,N782SA,AUS,"Austin, TX",LAS,"Las Vegas, NV",2121.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15761,2019,1,13,7,WN,N919WN,AUS,"Austin, TX",LAS,"Las Vegas, NV",1652.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15760,2019,1,13,7,WN,N8650F,AUS,"Austin, TX",LAS,"Las Vegas, NV",742.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
