YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN_AIRPORT_ID,DEST,ARR_DEL15,CANCELLED,CANCELLATION_CODE,DIVERTED,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2019,1,1,2,WN,12889,BNA,0,0,N,0,1587,0,0,0,0,0
2019,1,1,2,WN,12889,BNA,1,0,N,0,1587,6,0,0,0,30
2019,1,1,2,WN,12889,BOI,0,0,N,0,519,0,0,0,0,0
2019,1,1,2,WN,12889,BOI,0,0,N,0,519,0,0,0,0,0
2019,1,1,2,WN,12889,BUF,1,0,N,0,1986,0,0,0,0,18
2019,1,1,2,WN,12889,BUR,0,0,N,0,223,0,0,0,0,0
2019,1,1,2,WN,12889,BUR,1,0,N,0,223,29,0,3,0,0
2019,1,1,2,WN,12889,BUR,0,0,N,0,223,0,0,0,0,0
2019,1,1,2,WN,12889,BUR,0,0,N,0,223,0,0,0,0,0
2019,1,1,2,WN,12889,BUR,1,0,N,0,223,12,0,0,0,21
2019,1,1,2,WN,12889,BUR,0,0,N,0,223,0,0,0,0,0
2019,1,1,2,WN,12889,BUR,0,0,N,0,223,0,0,0,0,0
2019,1,1,2,WN,12889,BUR,0,0,N,0,223,0,0,0,0,0
2019,1,1,2,WN,12889,BUR,0,0,N,0,223,0,0,0,0,0
2019,1,1,2,WN,12889,BWI,0,0,N,0,2106,0,0,0,0,0
2019,1,1,2,WN,12889,BWI,0,0,N,0,2106,0,0,0,0,0
2019,1,1,2,WN,12889,BWI,0,0,N,0,2106,0,0,0,0,0
2019,1,1,2,WN,12889,BWI,0,0,N,0,2106,0,0,0,0,0
2019,1,1,2,WN,12889,BWI,0,0,N,0,2106,0,0,0,0,0
2019,1,1,2,WN,12889,CLE,0,0,N,0,1824,0,0,0,0,0
2019,1,1,2,WN,12889,CMH,0,0,N,0,1771,0,0,0,0,0
2019,1,1,2,WN,12889,CMH,0,0,N,0,1771,0,0,0,0,0
2019,1,1,2,WN,12889,DAL,0,0,N,0,1067,0,0,0,0,0
2019,1,1,2,WN,12889,DAL,1,0,N,0,1067,0,0,19,0,0
2019,1,1,2,WN,12889,DAL,0,0,N,0,1067,0,0,0,0,0
2019,1,1,2,WN,12889,DAL,0,0,N,0,1067,0,0,0,0,0
2019,1,1,2,WN,12889,DAL,0,0,N,0,1067,0,0,0,0,0
2019,1,1,2,WN,12889,DEN,0,0,N,0,628,0,0,0,0,0
2019,1,1,2,WN,12889,DEN,1,0,N,0,628,18,0,0,0,33
2019,1,1,2,WN,12889,DEN,0,0,N,0,628,0,0,0,0,0
2019,1,1,2,WN,12889,DEN,1,0,N,0,628,16,0,0,0,13
2019,1,1,2,WN,12889,DEN,0,0,N,0,628,0,0,0,0,0
2019,1,1,2,WN,12889,DEN,0,0,N,0,628,0,0,0,0,0
2019,1,1,2,WN,12889,DEN,0,0,N,0,628,0,0,0,0,0
2019,1,1,2,WN,12889,DEN,0,0,N,0,628,0,0,0,0,0
2019,1,1,2,WN,12889,DEN,0,0,N,0,628,0,0,0,0,0
2019,1,1,2,WN,12889,DEN,0,0,N,0,628,0,0,0,0,0
2019,1,1,2,WN,12889,DSM,0,0,N,0,1216,0,0,0,0,0
2019,1,1,2,WN,12889,DTW,0,0,N,0,1749,0,0,0,0,0
2019,1,1,2,WN,12889,ELP,0,0,N,0,583,0,0,0,0,0
2019,1,1,2,WN,12889,ELP,1,0,N,0,583,7,0,8,0,0
2019,1,1,2,WN,12889,FLL,0,0,N,0,2173,0,0,0,0,0
2019,1,1,2,WN,12889,GEG,1,0,N,0,806,32,0,1,0,30
2019,1,1,2,WN,12889,GEG,0,0,N,0,806,0,0,0,0,0
2019,1,1,2,WN,12889,HOU,0,0,N,0,1235,0,0,0,0,0
2019,1,1,2,WN,12889,HOU,1,0,N,0,1235,9,0,0,0,8
2019,1,1,2,WN,12889,HOU,0,0,N,0,1235,0,0,0,0,0
2019,1,1,2,WN,12889,HOU,1,0,N,0,1235,46,0,0,0,2
2019,1,1,2,WN,12889,ICT,0,0,N,0,986,0,0,0,0,0
2019,1,1,2,WN,12889,IND,0,0,N,0,1590,0,0,0,0,0
2019,1,1,2,WN,12889,IND,0,0,N,0,1590,0,0,0,0,0
2019,1,1,2,WN,12889,LAX,0,0,N,0,236,0,0,0,0,0
2019,1,1,2,WN,12889,LAX,1,0,N,0,236,15,0,0,0,0
2019,1,1,2,WN,12889,LAX,1,0,N,0,236,62,0,0,0,0
2019,1,1,2,WN,12889,LAX,1,0,N,0,236,9,0,0,0,24
2019,1,1,2,WN,12889,LAX,0,0,N,0,236,0,0,0,0,0
2019,1,1,2,WN,12889,LAX,0,0,N,0,236,0,0,0,0,0
2019,1,1,2,WN,12889,LAX,0,0,N,0,236,0,0,0,0,0
2019,1,1,2,WN,12889,LAX,1,0,N,0,236,13,0,0,0,3
2019,1,1,2,WN,12889,LAX,0,0,N,0,236,0,0,0,0,0
2019,1,1,2,WN,12889,LBB,0,0,N,0,775,0,0,0,0,0
2019,1,1,2,WN,12889,LGB,1,0,N,0,231,0,0,0,0,17
2019,1,1,2,WN,12889,LGB,1,0,N,0,231,58,0,0,0,0
2019,1,1,2,WN,12889,LGB,0,0,N,0,231,0,0,0,0,0
2019,1,1,2,WN,12889,LIT,1,0,N,0,1294,37,0,0,0,0
2019,1,1,2,WN,12889,MAF,1,0,N,0,795,15,0,0,0,4
2019,1,1,2,WN,12889,MCI,0,0,N,0,1139,0,0,0,0,0
2019,1,1,2,WN,12889,MCI,0,0,N,0,1139,0,0,0,0,0
2019,1,1,2,WN,12889,MCI,0,0,N,0,1139,0,0,0,0,0
2019,1,1,2,WN,12889,MCI,1,0,N,0,1139,1,0,0,0,20
2019,1,1,2,WN,12889,MCO,0,0,N,0,2039,0,0,0,0,0
2019,1,1,2,WN,12889,MCO,0,0,N,0,2039,0,0,0,0,0
2019,1,1,2,WN,12889,MDW,1,0,N,0,1521,0,0,12,0,28
2019,1,1,2,WN,12889,MDW,1,0,N,0,1521,0,0,0,0,34
2019,1,1,2,WN,12889,MDW,1,0,N,0,1521,26,0,0,0,0
2019,1,1,2,WN,12889,MDW,1,0,N,0,1521,8,0,9,0,0
2019,1,1,2,WN,12889,MDW,0,0,N,0,1521,0,0,0,0,0
2019,1,1,2,WN,12889,MDW,0,0,N,0,1521,0,0,0,0,0
2019,1,1,2,WN,12889,MDW,0,0,N,0,1521,0,0,0,0,0
2019,1,1,2,WN,12889,MDW,0,0,N,0,1521,0,0,0,0,0
2019,1,1,2,WN,12889,MKE,0,0,N,0,1524,0,0,0,0,0
2019,1,1,2,WN,12889,MKE,0,0,N,0,1524,0,0,0,0,0
2019,1,1,2,WN,12889,MKE,0,0,N,0,1524,0,0,0,0,0
2019,1,1,2,WN,12889,MSY,0,0,N,0,1500,0,0,0,0,0
2019,1,1,2,WN,12889,MSY,1,0,N,0,1500,15,0,0,0,5
2019,1,1,2,WN,12889,OAK,0,0,N,0,407,0,0,0,0,0
2019,1,1,2,WN,12889,OAK,0,0,N,0,407,0,0,0,0,0
2019,1,1,2,WN,12889,OAK,0,0,N,0,407,0,0,0,0,0
2019,1,1,2,WN,12889,OAK,0,0,N,0,407,0,0,0,0,0
2019,1,1,2,WN,12889,OAK,1,0,N,0,407,84,0,4,0,0
2019,1,1,2,WN,12889,OAK,0,0,N,0,407,0,0,0,0,0
2019,1,1,2,WN,12889,OAK,0,0,N,0,407,0,0,0,0,0
2019,1,1,2,WN,12889,OAK,1,0,N,0,407,22,0,0,0,3
2019,1,1,2,WN,12889,OAK,0,0,N,0,407,0,0,0,0,0
2019,1,1,2,WN,12889,OKC,0,0,N,0,986,0,0,0,0,0
2019,1,1,2,WN,12889,OKC,0,0,N,0,986,0,0,0,0,0
2019,1,1,2,WN,12889,OMA,0,0,N,0,1099,0,0,0,0,0
2019,1,1,2,WN,12889,OMA,0,0,N,0,1099,0,0,0,0,0
2019,1,1,2,WN,12889,ONT,0,0,N,0,197,0,0,0,0,0
2019,1,1,2,WN,12889,ONT,0,0,N,0,197,0,0,0,0,0
2019,1,1,2,WN,12889,ONT,1,0,N,0,197,6,0,0,0,30
2019,1,1,2,WN,12889,ONT,1,0,N,0,197,130,0,0,0,14
2019,1,1,2,WN,12889,PDX,1,0,N,0,763,14,0,3,0,10
2019,1,1,2,WN,12889,PDX,0,0,N,0,763,0,0,0,0,0
2019,1,1,2,WN,12889,PDX,1,0,N,0,763,14,0,0,0,1
2019,1,1,2,WN,12889,PDX,0,0,N,0,763,0,0,0,0,0
2019,1,1,2,WN,12889,PHL,0,0,N,0,2176,0,0,0,0,0
2019,1,1,2,WN,12889,PHX,0,0,N,0,255,0,0,0,0,0
2019,1,1,2,WN,12889,PHX,1,0,N,0,255,0,0,28,0,0
2019,1,1,2,WN,12889,PHX,0,0,N,0,255,0,0,0,0,0
2019,1,1,2,WN,12889,PHX,1,0,N,0,255,0,0,27,0,0
2019,1,1,2,WN,12889,PHX,0,0,N,0,255,0,0,0,0,0
2019,1,1,2,WN,12889,PHX,1,0,N,0,255,0,0,18,0,0
2019,1,1,2,WN,12889,PHX,0,0,N,0,255,0,0,0,0,0
2019,1,1,2,WN,12889,PHX,1,0,N,0,255,21,0,0,0,0
2019,1,1,2,WN,12889,PHX,0,0,N,0,255,0,0,0,0,0
2019,1,1,2,WN,12889,PHX,0,0,N,0,255,0,0,0,0,0
2019,1,1,2,WN,12889,PHX,0,0,N,0,255,0,0,0,0,0
2019,1,1,2,WN,12889,PIT,1,0,N,0,1910,9,0,0,0,55
2019,1,1,2,WN,12889,PIT,0,0,N,0,1910,0,0,0,0,0
2019,1,1,2,WN,12889,RDU,0,0,N,0,2026,0,0,0,0,0
2019,1,1,2,WN,12889,RNO,0,0,N,0,345,0,0,0,0,0
2019,1,1,2,WN,12889,RNO,0,0,N,0,345,0,0,0,0,0
2019,1,1,2,WN,12889,RNO,1,0,N,0,345,6,0,0,0,45
2019,1,1,2,WN,12889,RNO,0,0,N,0,345,0,0,0,0,0
2019,1,1,2,WN,12889,RNO,0,0,N,0,345,0,0,0,0,0
2019,1,1,2,WN,12889,RNO,0,0,N,0,345,0,0,0,0,0
2019,1,1,2,WN,12889,RNO,0,0,N,0,345,0,0,0,0,0
2019,1,1,2,WN,12889,RNO,0,0,N,0,345,0,0,0,0,0
2019,1,1,2,WN,12889,SAN,0,0,N,0,258,0,0,0,0,0
2019,1,1,2,WN,12889,SAN,0,0,N,0,258,0,0,0,0,0
2019,1,1,2,WN,12889,SAN,0,0,N,0,258,0,0,0,0,0
2019,1,1,2,WN,12889,SAN,0,0,N,0,258,0,0,0,0,0
2019,1,1,2,WN,12889,SAN,0,0,N,0,258,0,0,0,0,0
2019,1,1,2,WN,12889,SAN,0,0,N,0,258,0,0,0,0,0
2019,1,1,2,WN,12889,SAN,1,0,N,0,258,14,0,0,0,11
2019,1,1,2,WN,12889,SAN,0,0,N,0,258,0,0,0,0,0
2019,1,1,2,WN,12889,SAN,1,0,N,0,258,11,0,0,0,11
2019,1,1,2,WN,12889,SAN,0,0,N,0,258,0,0,0,0,0
2019,1,1,2,WN,12889,SAT,0,0,N,0,1069,0,0,0,0,0
2019,1,1,2,WN,12889,SAT,0,0,N,0,1069,0,0,0,0,0
2019,1,1,2,WN,12889,SAT,1,0,N,0,1069,14,0,0,0,15
2019,1,1,2,WN,12889,SAT,1,0,N,0,1069,17,0,0,0,0
2019,1,1,2,WN,12889,SDF,1,0,N,0,1624,7,0,0,0,13
2019,1,1,2,WN,12889,SEA,0,0,N,0,867,0,0,0,0,0
2019,1,1,2,WN,12889,SEA,0,0,N,0,867,0,0,0,0,0
2019,1,1,2,WN,12889,SEA,0,0,N,0,867,0,0,0,0,0
2019,1,1,2,WN,12889,SFO,0,0,N,0,414,0,0,0,0,0
2019,1,1,2,WN,12889,SFO,0,0,N,0,414,0,0,0,0,0
2019,1,1,2,WN,12889,SFO,0,0,N,0,414,0,0,0,0,0
2019,1,1,2,WN,12889,SFO,0,0,N,0,414,0,0,0,0,0
2019,1,1,2,WN,12889,SFO,1,0,N,0,414,15,0,0,0,0
2019,1,1,2,WN,12889,SFO,0,0,N,0,414,0,0,0,0,0
2019,1,1,2,WN,12889,SJC,0,0,N,0,386,0,0,0,0,0
2019,1,1,2,WN,12889,SJC,0,0,N,0,386,0,0,0,0,0
2019,1,1,2,WN,12889,SJC,0,0,N,0,386,0,0,0,0,0
2019,1,1,2,WN,12889,SJC,1,0,N,0,386,0,0,0,0,73
2019,1,1,2,WN,12889,SJC,0,0,N,0,386,0,0,0,0,0
2019,1,1,2,WN,12889,SJC,0,0,N,0,386,0,0,0,0,0
2019,1,1,2,WN,12889,SJC,0,0,N,0,386,0,0,0,0,0
2019,1,1,2,WN,12889,SJC,0,0,N,0,386,0,0,0,0,0
2019,1,1,2,WN,12889,SJC,0,0,N,0,386,0,0,0,0,0
2019,1,1,2,WN,12889,SJC,0,0,N,0,386,0,0,0,0,0
2019,1,1,2,WN,12889,SLC,0,0,N,0,368,0,0,0,0,0
2019,1,1,2,WN,12889,SLC,0,0,N,0,368,0,0,0,0,0
2019,1,1,2,WN,12889,SLC,0,0,N,0,368,0,0,0,0,0
2019,1,1,2,WN,12889,SLC,1,0,N,0,368,0,0,9,0,12
2019,1,1,2,WN,12889,SLC,0,0,N,0,368,0,0,0,0,0
2019,1,1,2,WN,12889,SMF,0,0,N,0,397,0,0,0,0,0
2019,1,1,2,WN,12889,SMF,0,0,N,0,397,0,0,0,0,0
2019,1,1,2,WN,12889,SMF,0,0,N,0,397,0,0,0,0,0
2019,1,1,2,WN,12889,SMF,0,0,N,0,397,0,0,0,0,0
2019,1,1,2,WN,12889,SMF,0,0,N,0,397,0,0,0,0,0
2019,1,1,2,WN,12889,SMF,0,0,N,0,397,0,0,0,0,0
2019,1,1,2,WN,12889,SMF,0,0,N,0,397,0,0,0,0,0
2019,1,1,2,WN,12889,SNA,0,0,N,0,226,0,0,0,0,0
2019,1,1,2,WN,12889,SNA,0,0,N,0,226,0,0,0,0,0
2019,1,1,2,WN,12889,SNA,1,0,N,0,226,7,0,0,0,20
